IM2LATEX HME,IM2LATEX HME,IM2LATEX HME,IM2LATEX HME,IM2LATEX PME,IM2LATEX PME,IM2LATEX PME,IM2LATEX PME
320,40,8.0,63203.png,534,56,9.535714285714286,63203.png
360,60,6.0,63280.png,154,87,1.7701149425287357,63280.png
360,40,9.0,63388.png,614,59,10.40677966101695,63388.png
200,50,4.0,63391.png,305,88,3.465909090909091,63391.png
600,100,6.0,6341.png,1027,57,18.017543859649123,6341.png
240,50,4.8,63420.png,387,76,5.092105263157895,63420.png
360,100,3.6,63446.png,559,104,5.375,63446.png
400,50,8.0,63561.png,625,87,7.183908045977011,63561.png
240,40,6.0,63573.png,366,49,7.469387755102041,63573.png
360,40,9.0,636.png,561,58,9.672413793103448,636.png
360,100,3.6,63618.png,318,104,3.0576923076923075,63618.png
200,50,4.0,63630.png,302,88,3.4318181818181817,63630.png
120,50,2.4,63638.png,118,53,2.2264150943396226,63638.png
360,60,6.0,63642.png,241,97,2.484536082474227,63642.png
200,40,5.0,63679.png,362,50,7.24,63679.png
360,40,9.0,63710.png,627,58,10.810344827586206,63710.png
120,50,2.4,6377.png,117,53,2.207547169811321,6377.png
240,50,4.8,63843.png,400,88,4.545454545454546,63843.png
160,40,4.0,63905.png,255,61,4.180327868852459,63905.png
200,50,4.0,63926.png,322,88,3.659090909090909,63926.png
360,40,9.0,63968.png,600,56,10.714285714285714,63968.png
500,100,5.0,6401.png,754,96,7.854166666666667,6401.png
360,60,6.0,64078.png,275,97,2.8350515463917527,64078.png
360,60,6.0,64107.png,457,100,4.57,64107.png
320,40,8.0,64122.png,495,60,8.25,64122.png
500,100,5.0,64126.png,826,57,14.491228070175438,64126.png
320,40,8.0,64153.png,494,70,7.057142857142857,64153.png
360,100,3.6,64207.png,238,104,2.2884615384615383,64207.png
200,40,5.0,6423.png,293,49,5.979591836734694,6423.png
500,100,5.0,64263.png,739,93,7.946236559139785,64263.png
360,60,6.0,64352.png,276,93,2.967741935483871,64352.png
360,100,3.6,64431.png,421,110,3.827272727272727,64431.png
240,50,4.8,64455.png,409,87,4.7011494252873565,64455.png
120,50,2.4,64482.png,167,79,2.1139240506329116,64482.png
200,40,5.0,64493.png,329,56,5.875,64493.png
360,60,6.0,64537.png,486,99,4.909090909090909,64537.png
240,50,4.8,64581.png,407,87,4.67816091954023,64581.png
360,40,9.0,64596.png,576,59,9.76271186440678,64596.png
360,60,6.0,64608.png,254,95,2.6736842105263157,64608.png
160,40,4.0,64642.png,216,52,4.153846153846154,64642.png
240,50,4.8,64658.png,360,87,4.137931034482759,64658.png
360,100,3.6,64692.png,534,116,4.603448275862069,64692.png
360,40,9.0,64797.png,629,69,9.115942028985508,64797.png
360,60,6.0,64856.png,529,93,5.688172043010753,64856.png
360,60,6.0,64927.png,324,100,3.24,64927.png
360,60,6.0,64931.png,210,98,2.142857142857143,64931.png
600,100,6.0,65002.png,967,109,8.871559633027523,65002.png
120,50,2.4,65081.png,159,88,1.8068181818181819,65081.png
120,50,2.4,65232.png,185,86,2.1511627906976742,65232.png
360,60,6.0,6525.png,154,101,1.5247524752475248,6525.png
240,40,6.0,65268.png,397,56,7.089285714285714,65268.png
280,40,7.0,65287.png,421,56,7.517857142857143,65287.png
160,40,4.0,65335.png,280,53,5.283018867924528,65335.png
160,40,4.0,6535.png,226,61,3.7049180327868854,6535.png
360,60,6.0,65381.png,454,94,4.829787234042553,65381.png
280,40,7.0,65393.png,445,51,8.72549019607843,65393.png
200,40,5.0,65421.png,335,69,4.855072463768116,65421.png
240,50,4.8,65614.png,373,69,5.405797101449275,65614.png
200,40,5.0,65683.png,337,47,7.170212765957447,65683.png
280,40,7.0,65736.png,425,54,7.87037037037037,65736.png
160,40,4.0,65779.png,234,62,3.774193548387097,65779.png
320,40,8.0,65856.png,500,49,10.204081632653061,65856.png
360,60,6.0,65932.png,418,104,4.019230769230769,65932.png
200,40,5.0,65978.png,327,57,5.7368421052631575,65978.png
360,60,6.0,66012.png,226,93,2.4301075268817205,66012.png
240,50,4.8,66049.png,405,88,4.6022727272727275,66049.png
500,100,5.0,6607.png,826,104,7.9423076923076925,6607.png
360,60,6.0,66086.png,354,99,3.5757575757575757,66086.png
500,100,5.0,66120.png,802,59,13.59322033898305,66120.png
360,40,9.0,66217.png,585,53,11.037735849056604,66217.png
320,40,8.0,66228.png,500,57,8.771929824561404,66228.png
280,50,5.6,66231.png,443,84,5.273809523809524,66231.png
360,100,3.6,66314.png,410,101,4.0594059405940595,66314.png
320,40,8.0,66389.png,494,59,8.372881355932204,66389.png
360,60,6.0,66482.png,260,88,2.9545454545454546,66482.png
360,60,6.0,66523.png,577,99,5.828282828282828,66523.png
360,60,6.0,66764.png,362,85,4.258823529411765,66764.png
320,40,8.0,66785.png,528,54,9.777777777777779,66785.png
280,40,7.0,66813.png,483,56,8.625,66813.png
240,50,4.8,66832.png,364,87,4.183908045977011,66832.png
240,50,4.8,66849.png,345,86,4.011627906976744,66849.png
240,40,6.0,66850.png,408,53,7.69811320754717,66850.png
120,50,2.4,66860.png,33,42,0.7857142857142857,66860.png
360,60,6.0,66961.png,450,100,4.5,66961.png
240,40,6.0,67039.png,361,50,7.22,67039.png
400,50,8.0,67069.png,643,88,7.306818181818182,67069.png
320,50,6.4,67163.png,505,87,5.804597701149425,67163.png
360,60,6.0,67173.png,294,101,2.910891089108911,67173.png
240,50,4.8,67180.png,396,80,4.95,67180.png
360,60,6.0,67196.png,458,89,5.146067415730337,67196.png
200,50,4.0,67206.png,232,88,2.6363636363636362,67206.png
360,60,6.0,67267.png,350,104,3.3653846153846154,67267.png
360,60,6.0,67328.png,573,93,6.161290322580645,67328.png
360,40,9.0,67329.png,623,56,11.125,67329.png
360,60,6.0,67365.png,548,91,6.021978021978022,67365.png
360,60,6.0,67379.png,202,94,2.148936170212766,67379.png
500,100,5.0,67402.png,760,109,6.972477064220183,67402.png
320,40,8.0,67404.png,502,53,9.471698113207546,67404.png
200,50,4.0,67446.png,321,87,3.689655172413793,67446.png
360,60,6.0,67558.png,454,93,4.881720430107527,67558.png
200,40,5.0,6765.png,324,49,6.612244897959184,6765.png
200,40,5.0,67662.png,317,51,6.215686274509804,67662.png
320,40,8.0,67797.png,545,56,9.732142857142858,67797.png
240,40,6.0,67806.png,348,56,6.214285714285714,67806.png
360,60,6.0,67863.png,488,98,4.979591836734694,67863.png
280,40,7.0,67876.png,454,53,8.566037735849056,67876.png
360,60,6.0,67879.png,603,85,7.094117647058823,67879.png
360,60,6.0,68060.png,357,97,3.6804123711340204,68060.png
160,40,4.0,68108.png,250,56,4.464285714285714,68108.png
240,40,6.0,68148.png,412,63,6.5396825396825395,68148.png
200,40,5.0,68157.png,353,54,6.537037037037037,68157.png
360,60,6.0,6826.png,302,100,3.02,6826.png
280,50,5.6,68433.png,434,87,4.988505747126437,68433.png
360,100,3.6,68439.png,400,99,4.040404040404041,68439.png
500,100,5.0,68523.png,829,116,7.146551724137931,68523.png
360,100,3.6,68529.png,262,104,2.519230769230769,68529.png
360,40,9.0,68550.png,608,53,11.471698113207546,68550.png
360,60,6.0,68623.png,189,103,1.8349514563106797,68623.png
360,40,9.0,68674.png,614,61,10.065573770491802,68674.png
360,50,7.2,68677.png,565,87,6.494252873563219,68677.png
360,60,6.0,6875.png,341,87,3.9195402298850577,6875.png
360,100,3.6,68769.png,457,105,4.352380952380952,68769.png
360,60,6.0,68808.png,291,89,3.269662921348315,68808.png
280,50,5.6,68864.png,446,80,5.575,68864.png
500,100,5.0,68928.png,804,94,8.553191489361701,68928.png
360,100,3.6,68935.png,502,100,5.02,68935.png
200,40,5.0,68984.png,319,53,6.018867924528302,68984.png
160,40,4.0,69009.png,281,49,5.73469387755102,69009.png
360,60,6.0,69013.png,352,98,3.5918367346938775,69013.png
120,50,2.4,69134.png,170,53,3.207547169811321,69134.png
240,40,6.0,69218.png,382,53,7.2075471698113205,69218.png
280,40,7.0,69249.png,486,48,10.125,69249.png
240,40,6.0,69381.png,409,53,7.716981132075472,69381.png
360,60,6.0,69444.png,412,93,4.43010752688172,69444.png
120,50,2.4,69491.png,112,50,2.24,69491.png
360,60,6.0,69498.png,369,83,4.445783132530121,69498.png
160,40,4.0,69502.png,283,58,4.879310344827586,69502.png
240,40,6.0,69504.png,379,62,6.112903225806452,69504.png
200,40,5.0,6953.png,304,81,3.753086419753086,6953.png
280,40,7.0,69609.png,426,53,8.037735849056604,69609.png
280,40,7.0,69623.png,494,62,7.967741935483871,69623.png
400,160,2.5,69703.png,634,105,6.038095238095238,69703.png
360,100,3.6,69753.png,448,103,4.349514563106796,69753.png
280,40,7.0,69756.png,476,53,8.981132075471699,69756.png
280,50,5.6,69761.png,472,87,5.425287356321839,69761.png
360,60,6.0,69811.png,320,99,3.2323232323232323,69811.png
200,40,5.0,69817.png,342,56,6.107142857142857,69817.png
400,50,8.0,69889.png,641,62,10.338709677419354,69889.png
200,40,5.0,69907.png,317,53,5.981132075471698,69907.png
500,100,5.0,69920.png,778,53,14.679245283018869,69920.png
120,50,2.4,69922.png,162,53,3.056603773584906,69922.png
240,40,6.0,69926.png,371,54,6.87037037037037,69926.png
800,100,8.0,6996.png,1095,97,11.288659793814434,6996.png
160,40,4.0,70040.png,248,67,3.701492537313433,70040.png
200,50,4.0,70154.png,299,68,4.397058823529412,70154.png
320,40,8.0,7020.png,500,59,8.474576271186441,7020.png
360,60,6.0,70202.png,361,81,4.45679012345679,70202.png
160,40,4.0,70207.png,265,52,5.096153846153846,70207.png
360,100,3.6,70226.png,319,102,3.127450980392157,70226.png
360,60,6.0,70342.png,351,104,3.375,70342.png
800,100,8.0,70388.png,1161,54,21.5,70388.png
400,50,8.0,70402.png,658,55,11.963636363636363,70402.png
360,60,6.0,7041.png,515,93,5.537634408602151,7041.png
360,50,7.2,70442.png,572,89,6.426966292134831,70442.png
500,100,5.0,70496.png,856,95,9.010526315789473,70496.png
160,40,4.0,70537.png,233,57,4.087719298245614,70537.png
360,100,3.6,70572.png,240,104,2.3076923076923075,70572.png
360,60,6.0,70658.png,350,88,3.977272727272727,70658.png
360,60,6.0,70682.png,252,90,2.8,70682.png
240,40,6.0,70755.png,412,68,6.0588235294117645,70755.png
500,100,5.0,70795.png,707,100,7.07,70795.png
360,60,6.0,70805.png,265,95,2.789473684210526,70805.png
360,40,9.0,7081.png,602,53,11.358490566037736,7081.png
360,60,6.0,70859.png,311,84,3.7023809523809526,70859.png
280,50,5.6,70897.png,434,93,4.666666666666667,70897.png
400,50,8.0,7091.png,677,57,11.87719298245614,7091.png
280,40,7.0,70910.png,468,54,8.666666666666666,70910.png
200,40,5.0,71006.png,298,59,5.0508474576271185,71006.png
360,100,3.6,71039.png,279,100,2.79,71039.png
360,40,9.0,71041.png,630,56,11.25,71041.png
400,50,8.0,71049.png,685,57,12.017543859649123,71049.png
240,40,6.0,7108.png,350,59,5.932203389830509,7108.png
200,50,4.0,71143.png,301,66,4.5606060606060606,71143.png
800,100,8.0,71164.png,1096,56,19.571428571428573,71164.png
360,60,6.0,71165.png,190,99,1.9191919191919191,71165.png
160,40,4.0,71198.png,240,57,4.2105263157894735,71198.png
360,60,6.0,71233.png,281,97,2.8969072164948453,71233.png
400,50,8.0,71249.png,658,57,11.543859649122806,71249.png
120,50,2.4,71265.png,190,88,2.159090909090909,71265.png
400,50,8.0,71317.png,687,56,12.267857142857142,71317.png
360,60,6.0,71468.png,369,101,3.6534653465346536,71468.png
360,40,9.0,7151.png,630,63,10.0,7151.png
500,100,5.0,71512.png,714,53,13.471698113207546,71512.png
500,100,5.0,71576.png,821,56,14.660714285714286,71576.png
280,40,7.0,71613.png,461,48,9.604166666666666,71613.png
320,40,8.0,71642.png,515,54,9.537037037037036,71642.png
160,40,4.0,71724.png,280,56,5.0,71724.png
200,50,4.0,71726.png,258,82,3.1463414634146343,71726.png
360,60,6.0,71778.png,312,88,3.5454545454545454,71778.png
240,50,4.8,71782.png,351,71,4.943661971830986,71782.png
360,50,7.2,71784.png,582,87,6.689655172413793,71784.png
360,60,6.0,71796.png,516,97,5.319587628865979,71796.png
360,60,6.0,71802.png,271,93,2.913978494623656,71802.png
360,60,6.0,71865.png,266,101,2.633663366336634,71865.png
360,40,9.0,71874.png,559,56,9.982142857142858,71874.png
360,40,9.0,7190.png,614,57,10.771929824561404,7190.png
360,100,3.6,71905.png,331,109,3.036697247706422,71905.png
240,50,4.8,7194.png,347,87,3.9885057471264367,7194.png
280,50,5.6,71959.png,471,81,5.814814814814815,71959.png
120,50,2.4,71978.png,194,59,3.288135593220339,71978.png
320,40,8.0,71992.png,523,53,9.867924528301886,71992.png
360,40,9.0,71994.png,623,55,11.327272727272728,71994.png
160,40,4.0,72020.png,243,57,4.2631578947368425,72020.png
200,40,5.0,72051.png,312,56,5.571428571428571,72051.png
360,100,3.6,72092.png,288,108,2.6666666666666665,72092.png
320,40,8.0,72104.png,560,59,9.491525423728813,72104.png
360,60,6.0,72232.png,278,98,2.836734693877551,72232.png
160,40,4.0,72357.png,266,56,4.75,72357.png
360,40,9.0,72374.png,603,54,11.166666666666666,72374.png
360,60,6.0,72424.png,251,103,2.436893203883495,72424.png
200,40,5.0,72438.png,341,58,5.879310344827586,72438.png
500,100,5.0,72464.png,754,53,14.226415094339623,72464.png
360,60,6.0,72543.png,220,100,2.2,72543.png
160,40,4.0,72554.png,239,60,3.9833333333333334,72554.png
200,40,5.0,72566.png,350,53,6.60377358490566,72566.png
360,100,3.6,72571.png,475,102,4.6568627450980395,72571.png
360,60,6.0,72595.png,457,90,5.0777777777777775,72595.png
240,40,6.0,72619.png,367,49,7.489795918367347,72619.png
800,100,8.0,7262.png,1095,53,20.660377358490567,7262.png
360,60,6.0,72624.png,277,94,2.9468085106382977,72624.png
360,60,6.0,72815.png,399,99,4.03030303030303,72815.png
360,60,6.0,72916.png,246,92,2.6739130434782608,72916.png
120,50,2.4,7292.png,196,59,3.3220338983050848,7292.png
360,60,6.0,72937.png,425,99,4.292929292929293,72937.png
240,40,6.0,72938.png,383,53,7.226415094339623,72938.png
280,40,7.0,73087.png,437,58,7.5344827586206895,73087.png
360,40,9.0,73131.png,618,54,11.444444444444445,73131.png
160,40,4.0,73163.png,294,53,5.547169811320755,73163.png
360,60,6.0,73197.png,314,88,3.5681818181818183,73197.png
320,40,8.0,73208.png,548,58,9.448275862068966,73208.png
240,50,4.8,73289.png,412,89,4.629213483146067,73289.png
360,60,6.0,73300.png,479,89,5.382022471910112,73300.png
500,100,5.0,73321.png,761,54,14.092592592592593,73321.png
120,50,2.4,73356.png,137,87,1.5747126436781609,73356.png
200,40,5.0,73470.png,337,54,6.2407407407407405,73470.png
240,40,6.0,73512.png,370,50,7.4,73512.png
360,60,6.0,73628.png,235,90,2.611111111111111,73628.png
360,60,6.0,73640.png,271,96,2.8229166666666665,73640.png
500,100,5.0,73742.png,737,62,11.887096774193548,73742.png
240,40,6.0,73826.png,374,56,6.678571428571429,73826.png
240,40,6.0,73829.png,401,64,6.265625,73829.png
240,40,6.0,73899.png,408,57,7.157894736842105,73899.png
120,50,2.4,7393.png,178,53,3.358490566037736,7393.png
360,60,6.0,74005.png,234,104,2.25,74005.png
240,50,4.8,74042.png,376,87,4.32183908045977,74042.png
280,40,7.0,74105.png,441,55,8.018181818181818,74105.png
400,50,8.0,7418.png,679,53,12.81132075471698,7418.png
600,100,6.0,74280.png,971,106,9.160377358490566,74280.png
360,60,6.0,74291.png,341,99,3.4444444444444446,74291.png
360,60,6.0,74300.png,368,93,3.956989247311828,74300.png
240,50,4.8,74320.png,380,81,4.691358024691358,74320.png
800,100,8.0,74441.png,1222,53,23.056603773584907,74441.png
400,50,8.0,74480.png,659,53,12.433962264150944,74480.png
500,100,5.0,74518.png,814,53,15.358490566037736,74518.png
280,40,7.0,74561.png,424,56,7.571428571428571,74561.png
200,50,4.0,74574.png,311,93,3.3440860215053765,74574.png
240,40,6.0,74581.png,398,51,7.803921568627451,74581.png
240,50,4.8,74669.png,349,88,3.965909090909091,74669.png
360,100,3.6,74680.png,439,104,4.221153846153846,74680.png
280,40,7.0,74684.png,425,58,7.327586206896552,74684.png
320,50,6.4,74716.png,554,81,6.839506172839506,74716.png
400,50,8.0,74822.png,675,57,11.842105263157896,74822.png
360,60,6.0,74838.png,566,93,6.086021505376344,74838.png
160,40,4.0,7487.png,266,53,5.018867924528302,7487.png
240,40,6.0,7497.png,354,61,5.80327868852459,7497.png
200,50,4.0,75020.png,322,87,3.7011494252873565,75020.png
360,60,6.0,75075.png,255,96,2.65625,75075.png
360,60,6.0,75140.png,218,93,2.3440860215053765,75140.png
500,100,5.0,75268.png,726,56,12.964285714285714,75268.png
360,60,6.0,75278.png,346,94,3.6808510638297873,75278.png
200,50,4.0,75303.png,299,83,3.602409638554217,75303.png
360,100,3.6,7535.png,350,108,3.240740740740741,7535.png
280,40,7.0,75358.png,444,58,7.655172413793103,75358.png
240,40,6.0,75393.png,353,49,7.204081632653061,75393.png
200,40,5.0,75405.png,349,49,7.122448979591836,75405.png
360,60,6.0,75454.png,287,94,3.0531914893617023,75454.png
360,60,6.0,75533.png,379,94,4.031914893617022,75533.png
120,50,2.4,75622.png,170,50,3.4,75622.png
500,100,5.0,75638.png,845,54,15.648148148148149,75638.png
360,60,6.0,7567.png,464,96,4.833333333333333,7567.png
200,40,5.0,7568.png,319,53,6.018867924528302,7568.png
360,60,6.0,75696.png,504,90,5.6,75696.png
160,40,4.0,75724.png,246,54,4.555555555555555,75724.png
160,40,4.0,75749.png,240,57,4.2105263157894735,75749.png
360,60,6.0,75799.png,543,93,5.838709677419355,75799.png
240,40,6.0,7603.png,403,54,7.462962962962963,7603.png
360,100,3.6,76032.png,566,104,5.4423076923076925,76032.png
360,60,6.0,76067.png,575,98,5.86734693877551,76067.png
400,50,8.0,76110.png,625,92,6.793478260869565,76110.png
360,60,6.0,76126.png,371,94,3.9468085106382977,76126.png
160,40,4.0,76139.png,218,61,3.5737704918032787,76139.png
200,50,4.0,7614.png,303,88,3.4431818181818183,7614.png
500,100,5.0,76163.png,727,93,7.817204301075269,76163.png
280,40,7.0,76171.png,469,57,8.228070175438596,76171.png
280,40,7.0,76196.png,483,56,8.625,76196.png
280,40,7.0,76212.png,446,59,7.559322033898305,76212.png
240,40,6.0,76217.png,357,48,7.4375,76217.png
240,40,6.0,76255.png,398,62,6.419354838709677,76255.png
600,100,6.0,76256.png,1004,56,17.928571428571427,76256.png
360,60,6.0,76380.png,389,98,3.9693877551020407,76380.png
500,100,5.0,76445.png,709,56,12.660714285714286,76445.png
360,100,3.6,76511.png,425,108,3.935185185185185,76511.png
360,40,9.0,76551.png,613,58,10.568965517241379,76551.png
200,40,5.0,7659.png,292,44,6.636363636363637,7659.png
400,160,2.5,76601.png,666,93,7.161290322580645,76601.png
360,60,6.0,76640.png,541,98,5.520408163265306,76640.png
160,40,4.0,76763.png,229,57,4.017543859649122,76763.png
360,100,3.6,76801.png,368,105,3.5047619047619047,76801.png
200,40,5.0,76810.png,302,62,4.870967741935484,76810.png
120,50,2.4,76813.png,171,57,3.0,76813.png
800,100,8.0,76825.png,1162,80,14.525,76825.png
360,60,6.0,76850.png,446,101,4.415841584158416,76850.png
360,60,6.0,76964.png,193,93,2.075268817204301,76964.png
160,40,4.0,7701.png,277,52,5.326923076923077,7701.png
240,40,6.0,77036.png,384,56,6.857142857142857,77036.png
280,40,7.0,77056.png,475,62,7.661290322580645,77056.png
600,100,6.0,77130.png,968,89,10.876404494382022,77130.png
500,100,5.0,772.png,781,56,13.946428571428571,772.png
360,60,6.0,77212.png,484,105,4.609523809523809,77212.png
320,50,6.4,77218.png,510,87,5.862068965517241,77218.png
500,100,5.0,77227.png,829,53,15.641509433962264,77227.png
500,100,5.0,77296.png,798,97,8.22680412371134,77296.png
200,40,5.0,77464.png,349,61,5.721311475409836,77464.png
320,40,8.0,77568.png,511,58,8.810344827586206,77568.png
360,100,3.6,77572.png,237,108,2.1944444444444446,77572.png
280,40,7.0,77602.png,456,52,8.76923076923077,77602.png
360,100,3.6,77608.png,485,102,4.754901960784314,77608.png
360,40,9.0,77626.png,639,56,11.410714285714286,77626.png
120,50,2.4,77638.png,43,42,1.0238095238095237,77638.png
360,40,9.0,77666.png,600,57,10.526315789473685,77666.png
240,40,6.0,77712.png,401,58,6.913793103448276,77712.png
320,40,8.0,77723.png,532,53,10.037735849056604,77723.png
360,40,9.0,77775.png,627,53,11.830188679245284,77775.png
360,60,6.0,77923.png,469,88,5.329545454545454,77923.png
360,60,6.0,77940.png,177,99,1.7878787878787878,77940.png
120,50,2.4,77997.png,120,80,1.5,77997.png
200,40,5.0,7802.png,338,57,5.9298245614035086,7802.png
360,60,6.0,7805.png,227,94,2.4148936170212765,7805.png
280,50,5.6,78061.png,462,96,4.8125,78061.png
320,40,8.0,7808.png,539,56,9.625,7808.png
400,50,8.0,78131.png,635,57,11.140350877192983,78131.png
320,40,8.0,78203.png,512,57,8.982456140350877,78203.png
240,40,6.0,78209.png,373,57,6.543859649122807,78209.png
500,100,5.0,78225.png,852,56,15.214285714285714,78225.png
500,100,5.0,78324.png,805,58,13.879310344827585,78324.png
360,100,3.6,78333.png,340,97,3.5051546391752577,78333.png
400,50,8.0,78350.png,697,59,11.813559322033898,78350.png
400,160,2.5,78360.png,650,107,6.074766355140187,78360.png
320,40,8.0,78369.png,545,56,9.732142857142858,78369.png
360,60,6.0,78465.png,446,93,4.795698924731183,78465.png
120,50,2.4,78490.png,151,88,1.7159090909090908,78490.png
240,40,6.0,78611.png,408,61,6.688524590163935,78611.png
360,50,7.2,78661.png,604,92,6.565217391304348,78661.png
240,50,4.8,78676.png,389,89,4.370786516853933,78676.png
240,40,6.0,78685.png,372,56,6.642857142857143,78685.png
240,50,4.8,78732.png,410,87,4.712643678160919,78732.png
200,40,5.0,78777.png,337,53,6.3584905660377355,78777.png
240,50,4.8,78823.png,364,88,4.136363636363637,78823.png
280,40,7.0,78865.png,477,57,8.368421052631579,78865.png
320,50,6.4,78887.png,500,93,5.376344086021505,78887.png
360,60,6.0,78897.png,225,98,2.295918367346939,78897.png
600,100,6.0,79002.png,974,59,16.508474576271187,79002.png
360,60,6.0,7901.png,447,87,5.137931034482759,7901.png
500,100,5.0,79051.png,741,53,13.981132075471699,79051.png
200,50,4.0,79139.png,283,88,3.215909090909091,79139.png
360,40,9.0,79145.png,587,53,11.075471698113208,79145.png
360,60,6.0,79155.png,256,93,2.752688172043011,79155.png
240,40,6.0,79193.png,378,54,7.0,79193.png
280,50,5.6,79196.png,449,70,6.414285714285715,79196.png
360,40,9.0,79204.png,596,58,10.275862068965518,79204.png
200,50,4.0,79247.png,252,87,2.896551724137931,79247.png
240,40,6.0,79264.png,386,64,6.03125,79264.png
160,40,4.0,79271.png,238,54,4.407407407407407,79271.png
500,100,5.0,79277.png,735,99,7.424242424242424,79277.png
360,60,6.0,79316.png,447,103,4.339805825242719,79316.png
320,50,6.4,79388.png,527,93,5.666666666666667,79388.png
280,40,7.0,79599.png,468,56,8.357142857142858,79599.png
240,40,6.0,79695.png,354,55,6.4363636363636365,79695.png
120,50,2.4,79723.png,114,53,2.150943396226415,79723.png
800,100,8.0,798.png,1190,88,13.522727272727273,798.png
360,60,6.0,79914.png,438,93,4.709677419354839,79914.png
240,40,6.0,79937.png,393,63,6.238095238095238,79937.png
500,100,5.0,8000.png,712,88,8.090909090909092,8000.png
120,50,2.4,80121.png,172,62,2.774193548387097,80121.png
160,40,4.0,80123.png,246,60,4.1,80123.png
360,60,6.0,80187.png,335,94,3.5638297872340425,80187.png
360,100,3.6,80334.png,593,105,5.647619047619048,80334.png
320,40,8.0,80362.png,553,58,9.53448275862069,80362.png
360,100,3.6,80371.png,338,109,3.1009174311926606,80371.png
280,40,7.0,80382.png,424,59,7.186440677966102,80382.png
360,60,6.0,80406.png,556,89,6.247191011235955,80406.png
360,60,6.0,80431.png,479,102,4.696078431372549,80431.png
400,50,8.0,8044.png,634,62,10.225806451612904,8044.png
360,60,6.0,80516.png,448,87,5.149425287356322,80516.png
240,40,6.0,80526.png,357,48,7.4375,80526.png
200,40,5.0,80536.png,356,52,6.846153846153846,80536.png
120,50,2.4,80548.png,194,86,2.255813953488372,80548.png
200,40,5.0,80586.png,304,55,5.527272727272727,80586.png
400,50,8.0,80638.png,698,58,12.03448275862069,80638.png
360,60,6.0,80643.png,493,94,5.24468085106383,80643.png
360,60,6.0,80709.png,386,98,3.938775510204082,80709.png
360,60,6.0,80737.png,542,88,6.159090909090909,80737.png
600,100,6.0,8079.png,909,87,10.448275862068966,8079.png
360,60,6.0,80832.png,387,92,4.206521739130435,80832.png
500,100,5.0,8086.png,722,62,11.64516129032258,8086.png
120,50,2.4,80903.png,208,64,3.25,80903.png
240,40,6.0,80945.png,367,57,6.43859649122807,80945.png
800,100,8.0,81109.png,1109,53,20.92452830188679,81109.png
320,40,8.0,81159.png,520,53,9.81132075471698,81159.png
240,50,4.8,81171.png,402,87,4.620689655172414,81171.png
360,100,3.6,81222.png,405,109,3.7155963302752295,81222.png
280,40,7.0,81236.png,475,56,8.482142857142858,81236.png
360,40,9.0,81295.png,567,57,9.947368421052632,81295.png
320,40,8.0,81313.png,549,56,9.803571428571429,81313.png
240,40,6.0,81325.png,414,59,7.016949152542373,81325.png
360,60,6.0,81342.png,202,111,1.8198198198198199,81342.png
160,40,4.0,81440.png,224,56,4.0,81440.png
360,60,6.0,81454.png,391,92,4.25,81454.png
360,60,6.0,81466.png,222,87,2.5517241379310347,81466.png
360,60,6.0,81522.png,280,95,2.9473684210526314,81522.png
240,40,6.0,81528.png,366,56,6.535714285714286,81528.png
600,100,6.0,81581.png,978,99,9.878787878787879,81581.png
200,50,4.0,81586.png,263,87,3.0229885057471266,81586.png
200,40,5.0,81588.png,310,53,5.849056603773585,81588.png
500,100,5.0,81617.png,719,51,14.098039215686274,81617.png
360,60,6.0,81642.png,397,99,4.01010101010101,81642.png
360,100,3.6,817.png,420,104,4.038461538461538,817.png
160,40,4.0,81707.png,254,54,4.703703703703703,81707.png
360,60,6.0,81765.png,352,95,3.705263157894737,81765.png
400,160,2.5,81766.png,688,107,6.429906542056075,81766.png
240,40,6.0,81860.png,355,45,7.888888888888889,81860.png
240,40,6.0,81870.png,399,58,6.879310344827586,81870.png
160,40,4.0,8188.png,219,57,3.8421052631578947,8188.png
320,40,8.0,8195.png,543,53,10.245283018867925,8195.png
280,40,7.0,81951.png,440,45,9.777777777777779,81951.png
360,60,6.0,81976.png,317,90,3.522222222222222,81976.png
200,40,5.0,82001.png,279,56,4.982142857142857,82001.png
320,40,8.0,82006.png,511,53,9.641509433962264,82006.png
320,40,8.0,82011.png,534,56,9.535714285714286,82011.png
360,40,9.0,82022.png,583,62,9.403225806451612,82022.png
280,40,7.0,82029.png,449,55,8.163636363636364,82029.png
200,40,5.0,82132.png,323,53,6.09433962264151,82132.png
280,40,7.0,82272.png,462,50,9.24,82272.png
360,60,6.0,82301.png,576,103,5.592233009708738,82301.png
200,40,5.0,82345.png,333,53,6.283018867924528,82345.png
360,60,6.0,82380.png,268,92,2.9130434782608696,82380.png
400,160,2.5,8241.png,627,101,6.207920792079208,8241.png
360,60,6.0,82415.png,414,93,4.451612903225806,82415.png
400,50,8.0,82428.png,687,53,12.962264150943396,82428.png
500,100,5.0,82476.png,812,56,14.5,82476.png
360,60,6.0,8250.png,207,99,2.090909090909091,8250.png
360,60,6.0,82633.png,307,88,3.4886363636363638,82633.png
360,60,6.0,82660.png,438,96,4.5625,82660.png
120,50,2.4,82692.png,174,53,3.2830188679245285,82692.png
800,100,8.0,82721.png,1268,111,11.423423423423424,82721.png
360,60,6.0,82748.png,569,93,6.118279569892473,82748.png
200,40,5.0,82755.png,314,42,7.476190476190476,82755.png
